4,,WENCHI_MANHYIA,WENCHI,vodafone,0,0.00000042,0,0,951.7,0.000027,27,0.42,1854,0.000052,52,0.03,2168,0.000034,34,0.26,945.2,0.000031,31,0.23,1854,0.000049,49,0.04,2169,0.000037,37,0.2,959.2,0.000037,37,0.13,1854,0,50,0.04,2160,0,37,0.22
3,,YEJI_GT,EAST GONGA,vodafone,0,0,0,0,0,0,0,0,0,0,0,0,949.2,0.000037,37,0.16,1832,0.000029,29,0.44,954.2,0.000037,37,0.12,1838,0.000034,34,0.24,956.2,0.000038,38,0.1,1832,0,30,0.4,0,0,0,0
4,,Tuobodom,Techiman Municipal,tigo,0,0.00000012,0,0,1854,0.00004,40,0.12,2138,0.000032,32,0.37,946.7,0.000024,24,0.55,1854,0.000045,45,0.07,2164,0.000034,34,0.27,946.7,0.000026,26,0.46,1854,0.000047,47,0.05,2151,0,32,0.37,944.7,0,27,0.42
4,,Wenchi Lodge,Wenchi ,tigo,0,0.00000001,0,0,2122,0.000057,57,0.01,1854,0.00004,40,0.13,943.7,0.000032,32,0.25,1860,0.000041,41,0.11,2122,0.000058,58,0.02,959.7,0.000031,31,0.22,1854,0.000044,44,0.08,2129,0,56,0.03,937.2,0,32,0.21
4,,Yeji,Pru,tigo,0,0,0,0,0,0,0,0,1839,0.000055,55,0.02,934.2,0.000028,28,0.54,1839,0.000056,56,0.01,937.2,0.000032,32,0.22,1832,0.000057,57,0.01,954.2,0.000033,33,0.2,1838,0.000058,58,0.01,936.2,0.00003,30,0.29
6,,0368SAWABA,KUMASI METRO,mtn,0,0,0,0,0,0,0,0,1860,0.000044,44,0.07,958.2,0.000023,23,0.67,1860,0.000037,37,0.17,954.2,0.000028,28,0.43,1860,0.00004,40,0.13,957.7,0.000024,24,0.56,1860,0,46,0.06,957.7,0,25,0.49
6,,0664JAMASI,SEKYERE WEST,mtn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,,0600KENTEN,TECHIMAN,mtn,0,0.00000019,0,0,1851,0.000039,39,0.19,2164,0.000039,39,0.16,953.2,0.000022,22,0.76,1851,0.000036,36,0.2,2162,0.000043,43,0.1,952.2,0.000026,26,0.49,1851,0.000037,37,0.23,2163,0,39,0.16,959.2,0,22,0.93
4,,0608DAWADAWA,KINTAMPO,mtn,0,0,0,0,0,0,0,0,0,0,0,0,955.2,0.000025,25,0.53,952.2,0.000023,23,0.61,959.2,0.000024,24,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,,0610PRANG,ATEBUBU,mtn,0,0,0,0,0,0,0,0,0,0,0,0,955.2,0.000031,31,0.27,959.2,0.000025,25,0.54,953.2,0.00003,30,0.29,958.2,0.000026,26,0.47,0,0,0,0,0,0,0,0,0,0,0,0
