,2994ATWIMA_BOKO,ATWIMA,mtn,921.5,0.00015979,,,926.7,,,,920.2,,,,1818,0.0001085,,,1821,,,,1836,,,,2124,0.00017921,,,2128,,,,2131,,,
0962,3604AGOGOSO,ATWIMA,MTN,956.7,0.00000097,,0.97,1847,,,0.42,,0.000037,,,956.2,0.00000014,,1.96,1846,0.0009592,,0.14,,0.000048,,,959.2,,,0.62,1836,,,0.24,,,,
3604,3604AGOGOSO,ATWIMA,MTN,958.2,0.00000117,,1.17,,,,,,0.000027,,,959.2,0,,0.92,,0.0009592,,,,0,,,959.2,,,0.94,,,,,,,,
,Kotokuom,ATWIMA,EXPRESSO,951.2,0,,0,,,,,,0.000069,,,950.2,0,,0,,0.0009512,,,,,,,951.2,,,0,,,,,,,,
1806,Duase,ATWIMA MPONUA,TIGO,938.7,0.00000031,,0.31,1853,0.002162,,0.03,2162,0.00003,,0.03,937.2,0.00000001,,0.35,1851,0.0009537,,0.01,2162,0.000056,,0.01,953.7,0.00000001,,0.34,1853,,,0.07,2162,,,0.01
GH0422,Nyinahin,ATWIMA MPONUA,AIRTEL,953.7,0.00000041,,0.41,1823,,,0.03,,0.000046,,,946.2,0.00000003,,0.27,1860,0.0009467,,0.03,,0.000056,,,946.7,,,0.34,1823,,,0.01,,,,
ASB 1131,AdanKwame(Barekese) 1800,ATWIMA NWABIAGYA,TIGO,954.2,0.00000049,,0.49,1851,,,0.50,,0.000033,,,953.2,0.0000001,,0.29,1844,0.0009547,,0.10,,0.000035,,,954.7,,,0.42,1851,,,0.29,,,,
ASB 1065,DCS_KWANFINIFINI_GT,ATWIMA NWABIAGYA,VODAFONE,957.2,0.00000002,,0.02,1860,,,0.24,,0.000057,,,944.7,0.0000001,,0.02,1860,0.0009522,,0.10,,0.000067,,,952.2,,,0.03,1860,,,0.06,,,,
ARB 1068,DCS_NKAWIE,ATWIMA NWABIAGYA,VODAFONE,940.7,0.00000012,,0.12,1851,,,0.15,,0.000043,,,940.7,0.00000014,,0.15,1841,0.0009412,,0.14,,0.000069,,,941.2,,,0.14,1843,,,0.18,,,,
1233,Nkawie,ATWIMA NWABIAGYA,TIGO,953.2,0.00000005,,0.05,1841,,,0.07,,0.000049,,,957.2,0.00000005,,0.04,1841,0.0009532,,0.05,,0.000045,,,953.2,,,0.06,1842,,,0.02,,,,
