2132,DANSOMAN SAHARA,,,,,,,,,,,,,NO,,YES,,NO,,NO,,,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2131,DANSOMAN ROUNDABOUT,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2131,DANSOMAN ROUNDABOUT,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2130,Dansoman Ageege,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2130,Dansoman Ageege,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2127,Community Twenty-Two,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2127,Community Twenty-Two,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2126,Community Twelve,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2126,Community Twelve,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2125,Community Three,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2125,Community Three,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2124,COMMUNITY 25,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2124,COMMUNITY 25,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2121,COMM 7,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2121,COMM 7,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2118,COMM 19,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,,,NO,,,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,,,,,,
2118,COMM 19,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,NO,,,,NO,,,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,,,,,,
2115,COMM 10,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,,,,,NO,,NO,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2114,coca cola,,,yes,,yes,,no,,no,,no,,no,,yes,,no,,no,,no,,yes,,yes,,yes,,no,,yes,,,,yes,,yes,,yes,,no,,no,,yes,,no,,,,,,yes,,yes,,no,,no,,,,,,yes,,yes,,yes,,yes,,yes,
2114,coca cola,,,yes,,yes,,no,,no,,no,,no,,yes,,no,,no,,no,,yes,,yes,,yes,,no,,yes,,,,yes,,yes,,yes,,no,,no,,yes,,no,,,,,,yes,,yes,,no,,no,,,,,,yes,,yes,,yes,,yes,,yes,
2112,CHORKOR-MAMPROBI,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2112,CHORKOR-MAMPROBI,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2111,CHORKOR,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,YES,,,,,,YES,,YES,,YES,,YES,,YES,
2111,Chorkor,NO,,YES,,YES,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,,,,,,,,,YES,,YES,,YES,,YES,,YES,
2111,CHORKOR,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,YES,,,,,,YES,,YES,,YES,,YES,,YES,
2111,Chorkor,NO,,YES,,YES,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,,,,,,,,,YES,,YES,,YES,,YES,,YES,
2107,Chemu,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2107,Chemu,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2106,CHANTAN,YES,,YES,,YES,,YES,null,NO,,NO,,NO,null,YES,,NO,,NO,,YES,,YES,,YES,null,YES,,NO,,YES,2012-11-12-485,YES,,NO,null,YES,,N,,YES,,YES,,YES,null,YES,,,,,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,
2106,CHANTAN,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,
2106,Chantan,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,Y,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,
2106,CHANTAN,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,N,,YES,,N,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,
2106,CHANTAN,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,N,,YES,,NO,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,
2106,Chantan,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,Y,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,
2106,CHANTAN,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,yes,,YES,,YES,,YES,,NO,,NO,,YES,,yes,,YES,,YES,,YES,,YES,,YES,
2091,batsonaaa spintex rd,yes,,yes,,yes,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,yes,,,,yes,,yes,,yes,,no,,,,,,yes,,yes,,no,,no,,,,,,yes,,no,,yes,,no,,yes,
2091,batsonaaa spintex rd,yes,,yes,,yes,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,yes,,yes,,no,,yes,,yes,,yes,,yes,,,,yes,,yes,,yes,,no,,,,,,yes,,yes,,no,,no,,,,,,yes,,no,,yes,,no,,yes,
2086,AYITEPA,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,,,NO,,NO,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2084,AWOSHIE_KWASHIEMAN,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2081,Awoshie Adaman,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2081,Awoshie Adaman,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2079,AWOSHIE,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2079,AWOSHIE,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,,,,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2072,ATOMIC,no,,,,,,,,,,,,no,,yes,,no,,no,,yes,,yes,,no,null,yes,,yes,null,yes,,yes,,yes,,yes,,yes,,yes,,yes,,no,,no,null,,,,,yes,,yes,,no,,no,,,,,,yes,,yes,,yes,,yes,,yes,
2072,atomic,no,,yes,,yes,,no,null,no,,no,,no,,yes,,no,,no,,yes,,yes,,no,null,yes,,no,,yes,null,yes,,yes,,yes,,,,yes,,yes,,yes,null,,,,,,,yes,,yes,,no,,no,,,,no,,yes,,yes,,yes,,yes,,yes,
2072,ATOMIC,no,,,,,,,,,,,,no,,yes,,no,,no,,yes,,yes,,no,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,yes,,no,,no,,,,,,yes,,yes,,no,,no,,,,,,yes,,yes,,yes,,yes,,yes,
2072,atomic,no,,yes,,yes,,no,,no,,no,,no,,yes,,no,,no,,yes,,yes,,no,,yes,,no,,yes,,yes,,yes,,yes,,,,yes,,yes,,yes,,,,,,,,yes,,yes,,no,,no,,,,no,,yes,,yes,,yes,,yes,,yes,
2070,ASYLUM DOWN,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2070,ASYLUM DOWN,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,,,,,YES,,YES,,NO,,NO,,,,,,YES,,YES,,YES,,YES,,YES,
2065,ODUOM,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,N/A,,N/A,,YES,,NO,,NO,,NO,,n/a,,n/a,,YES,,YES,,NO,,NO,,NO,
2058,NYINAWASO,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,NO,,NO,,NO,
2054,NYINAHIN,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2054,NYINAHIN,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2052,NYINAA,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2052,NYINAA,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2044,NKWIE,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2044,NKWIE,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2042,NKWATAKESE,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2029,NKAWIE,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2029,NKAWIE,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2029,NKAWIE,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2020,NEW AHENEMA KOKOBEN,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,N/A,,N/A,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2019,MPASATIA,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2019,MPASATIA,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
2015,MBROM,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,N/A,,N/A,,YES,,YES,,NO,,NO,,n/a,,n/a,,YES,,YES,,YES,,YES,,YES,
2014,MARKET 1,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,
2008,MANHYIA 2,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,N/A,,N/A,,YES,,YES,,NO,,NO,,n/a,,n/a,,YES,,YES,,YES,,YES,,YES,
2005,MANHYIA 3,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,N/A,,N/A,,YES,,YES,,NO,,NO,,n/a,,n/a,,YES,,YES,,YES,,YES,,YES,
1982,KYIAPATRE,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,N/A,,N/A,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
1979,KWASASO STP,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,N/A,,N/A,,YES,,YES,,NO,,NO,,n/a,,n/a,,YES,,YES,,YES,,YES,,YES,
1974,KWAFINIFIN,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,YES,,YES,,YES,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,
1971,KWADASO OHWIMASE,NO,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,N/A,,N/A,,YES,,YES,,NO,,NO,,n/a,,n/a,,YES,,YES,,YES,,YES,,YES,
1968,KWADASO 3,YES,,YES,,YES,,YES,,NO,,NO,,NO,,YES,,NO,,NO,,YES,,YES,,NO,,YES,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,N/A,,N/A,,YES,,YES,,NO,,NO,,n/a,,n/a,,YES,,YES,,YES,,YES,,YES,
