GH 0343,TAKPO,TAKPO,AIRTEL ,946.7,0.00002618,26.18,0.01,1867,0.00010327,103.27,0.01,0,0,0,0,940.2,0.00002254,22.54,0.01,1807,0.00013347,133.47,0.01,0,0,0,0,939.2,0.00005339,53.39,0.01,1880,0.00010462,104.62,0.01,0,0,0,0
,Tangasia,Tangasia,EXPRESSO,954.7,0.00006332,63.32,0,,,,,,,,,959.2,0.0000762,76.2,,,,,,,,,,,,,,,,,,,,,
UWB 6017,TANINA_GT,TANINA  ,VODAFONE,949.2,0.000034,34,0.17,1856,0.000062,62,0.1,,,,,951.2,0.000059,59,0.21,1856,0.000062,62,0.1,,,,,948.7,0.000036,36,0.14,1856,0.000061,61,0.01,,,,
,,TANINA POATANGA,EXPRESSO,954.2,0.000069,69,0,,,,,,,,,940.2,0.000068,68,0,,,,,,,,,946.7,0.000066,66,0,,,,,,,,
UE0731,0731TUMU,TUMU,MTN,955.7,0.000031,31,0.25,1860,0.000069,69,0.08,,,,,954.2,0.000061,61,0.36,1860,0.000069,69,0.05,,,,,958.2,0.000031,31,0.26,1860,0.000069,69,0.04,,,,
,TUMU,TUMU,TIGO,958.2,0.000049,49,0.24,1839,0.000053,53,0.27,,,,,955.2,0.000048,48,0.17,1860,0.000069,69,0.08,,,,,950.2,0.000059,59,0.08,1860,0.000069,69,0.09,,,,
GH 0460,TUMU,TUMU,AIRTEL ,938.2,0.000046,46,0.28,1860,0.000069,69,0.04,,,,,938.2,0.000043,43,0.32,1882,0.000059,59,0.02,,,,,938.2,0.000049,49,0.19,1860,0.000069,69,0.03,,,,
,TUMU,TUMU,EXPRESSO,944.7,0.000059,59,0.11,1835,0.000058,58,0.01,,,,,944.7,0.000053,53,0.09,1835,0.000062,62,0.01,,,,,951.2,0.000059,59,0.08,1835,0.000063,63,0,,,,
UW 6009,TUMU,TUMU,VODAFONE,958.2,0.000032,32,0.23,1839,0.000051,51,0.27,,,,,944.7,0.000038,38,0.31,1860,0.000064,64,0.14,,,,,958.7,0.000054,54,0.1,1860,0.000065,65,0.12,,,,
2965,2965TUOPARE,TUOPARE,MTN,959.2,0.0001213,121.3,0.01,1805,0.00066648,666.48,0.02,,,,,954.2,0.00013465,134.65,0.01,1802,0.00003076,30.76,0,,,,,952.7,0.00014551,145.51,0.01,1809,0.0003512,351.2,0.01,,,,
UWB-6029,WA_UDS_CAMPUS,UDS CAMPUS,VODAFONE/AIRTEL/OTHERS,958.2,0.00003,30,0.28,1839,0.000035,35,0.23,2162,0.000051,51,0.3,958.2,0.000027,27,0.42,1832,0.000043,43,0.25,2163,0.00004,40,0.15,952.2,0.00004,40,0.15,1868,0.000069,69,0.17,2163,0.000049,49,0.25
3614,3614WA_UDS_CAMP,UDS CAMPUS WA,MTN,957.2,0.000022,22,0.82,1856,0.000051,51,0.2,2162,0.000036,36,0.24,953.7,0.00002,20,0.88,1856,0.000051,51,0.27,2169,0.000065,65,0.17,958.2,0.000037,37,0.97,1856,0.000059,59,0.21,2170,0.000069,69,0.14
2970,2970NAGIM_COTON,WA,MTN,958.2,0.000032,32,1.11,1853,0.000054,54,0.02,2170,0.000069,69,0.08,958.2,0.000029,29,0.99,1853,0.000048,48,0.04,2163,0.000051,51,0.04,953.7,0.00002,20,0.94,1853,0.000053,53,0.02,2162,0.000045,45,0.08
1,Wa001,WA,EXPRESSO,952.7,0.000049,49,0.14,1854,0.000053,53,0.04,2163,0.000051,51,0.03,959.2,0.000059,59,0.12,1854,0.00006,60,0.05,2164,0.000049,49,0.05,959.2,0.000057,57,0.13,1854,0.000063,63,0.05,2164,0.000049,49,0.05
,WA,WA,VODAFONE,957.7,0.000023,23,0.64,1885,0.000055,55,0.38,2163,0.000039,39,0.53,958.7,0.000023,23,1.34,1862,0.000058,58,0.34,2163,0.000036,36,2.23,959.2,0.000017,17,1.36,1854,0.000054,54,0.36,2163,0.00004,40,0.61
E-GOV WA,E-GOV WA,WA,VODAFONE,959.2,0.000062,62,0.11,1854,0.000057,57,0.03,2164,0.000059,59,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1546,Wa UDS,WA,TIGO/AIRTEL,956.2,0.000043,43,0.36,1878,0.000069,69,0.19,2163,0.000069,69,0.1,945.7,0.000046,46,0.25,1874,0.000064,64,0.23,2163,0.000069,69,0.07,954.7,0.000052,52,0.34,1869,0.00006,60,0.27,2163,0.000063,63,0.11
1657,1657WA_2,WA,MTN,955.2,0.000016,16,1.45,1851,0.000059,59,0.39,2163,0.000043,43,0.11,958.7,0.000021,21,0.78,1851,0.000059,59,0.29,2170,0.000071,71,0.08,958.7,0.000031,31,1.05,1851,0.000052,52,0.24,2162,0.000041,41,0.15
1504,WA NEW,WA,TIGO,953.2,0.000029,29,0.33,1854,0.000032,32,0.41,2138,0.000052,52,0.05,953.2,0.000031,31,0.25,1854,0.000041,41,0.29,2138,0.00007,70,0.07,953.2,0.000031,31,0.25,1854,0.000042,42,0.52,2138,0.000054,54,0.03
UW 0730,0730WA,WA 1,MTN,955.2,0.000038,38,0.18,1874,0.000063,63,0.17,2162,0.000069,69,0.04,953.2,0.000037,37,0.15,1874,0.000062,62,0.16,2162,0.000068,68,0.17,955.2,0.000038,38,0.08,1872,0.000064,64,0.18,2163,0.000069,69,0.17
