,,,,,,,,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
4,2903ABUOSO,-1.94891000,7.57203000,900MHZ,TECHIMAN,Brong Ahafo Region,mtn,0,0.0000009,0,0,957.7,0.000021,21,0.9,1850,0.000052,52,0.03,2163,0.000043,43,0.1,957.2,0.000019,19,1.14,1856,0.000056,56,0.02,2163,0.000052,52,0.03,958.7,0.000019,19,1.03,1856,0,52,0.03,2163,0,50,0.06,,,
4,2907YEJI_2,-0.65308333,8.22555556,900MHZ,ATEBUBU,Brong Ahafo Region,mtn,0,0,0,0,0,0,0,0,0,0,0,0,956.2,0.000017,17,1.22,1835,0.000038,38,0.16,957.2,0.000021,21,0.91,1845,0.000039,39,0.14,957.7,0.000024,24,0.57,1836,0,38,0.18,0,0,0,0,,,
4,2912KENTEN_2,-1.94338900,7.59808300,900MHZ,TECHIMAN,Brong Ahafo Region,mtn,0,0.00000006,0,0,2138,0.000046,46,0.06,1833,0.00003,30,0.4,959.2,0.00002,20,1.1,1823,0.000037,37,0.17,2164,0.000052,52,0.03,955.2,0.000019,19,0.97,1833,0.000034,34,0.26,2163,0,51,0.04,958.7,0,17,1.3,,,
4,2913MAPRUSI_LIN,-1.94967000,7.58832000,900MHZ,TECHIMAN,Brong Ahafo Region,mtn,0,0.00000035,0,0,1854,0.000031,31,0.35,2163,0.000056,56,0.02,951.2,0.00002,20,1.14,1830,0.000028,28,0.52,2162,0.000057,57,0.02,957.2,0.000023,23,0.87,1833,0.000031,31,0.34,2163,0,48,0.05,958.7,0,22,0.75,,,
4,2914GARADIMA,-0.80661111,7.70644444,900MHZ,SENE,Brong Ahafo Region,mtn,0,0,0,0,0,0,0,0,0,0,0,0,952.2,0.000025,25,0.53,952.2,0.000022,22,0.76,958.7,0.000028,28,0.34,958.7,0.000026,26,0.49,0,0,0,0,0,0,0,0,0,0,0,0,,,
4,2916BANDA_GBAO,-2.35883333,8.15088889,900MHZ,WENCHI,Brong Ahafo Region,mtn,0,0,0,0,0,0,0,0,0,0,0,0,957.2,0.000023,23,0.71,956.2,0.000019,19,1.07,957.7,0.000017,17,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
4,2917AKUMA,-1.71538000,7.48631000,900MHZ,NKORANZA,Brong Ahafo Region,mtn,0,0,0,0,0,0,0,0,0,0,0,0,957.7,0.000027,27,0.74,957.7,0.000024,24,0.8,954.2,0.000021,21,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
4,2920KOASE,-2.10877778,7.68369444,900MHZ,WENCHI,Brong Ahafo Region,mtn,0,0,0,0,0,0,0,0,0,0,0,0,957.7,0.000016,16,1.51,1860,0.000068,68,0,954.2,0.000018,18,1.28,1824,0.000068,68,0,955.7,0.000019,19,0.99,1824,0,66,0,0,0,0,0,,,
4,3942FIASO,-1.81849000,7.57887000,900MHZ,NKORANZA,Brong Ahafo Region,mtn,0,0,0,0,0,0,0,0,0,0,0,0,952.7,0.00002,20,0.92,952.7,0.000014,14,1.81,952.2,0.000015,15,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
9,2892TWFO_MAMPON,-1.55497000,5.52747000,900MHZ,TWIFO-HEMAN/LOWER DENKYIRA,Central Region,mtn,0,0,0,0,954.7,0.00078951,789.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
