3633,3633MPASSASONO2,MPASASONO-2,MTN,958.2,,54,0.32,,0,,,,0,,,958.2,0.000051,51.00,0.45,,,,,,,,,958.2,0.000051,,51.00,0.42,,,,,,,,,,,,
AR 0687,0687POKUKROM,POKUKROM,MTN,952.7,0.000039,39,0.30,,0,,,,0,,,954.7,0.000039,39.00,0.36,,,,,,,,,957.7,0.000051,,51.00,0.51,,,,,,,,,,,,
0973,0973POKUKROM_2,POKUKROM,MTN,957.2,0.00005,50,1.34,1808,0.000069,69.00,0.00,,0,,,955.2,0.000016,16.00,1.49,1860,0.00007,70.00,0.00,,,,,955.2,0.000021,,21.00,0.83,1860,0.00007,70.00,0.00,,,,,,,,
1210,Pokukrom,Pokukrom,Tigo,959.2,,41,0.43,,0,,,,0,,,958.7,0.000023,23.00,0.64,,,,,,,,,955.7,0.000028,,28.00,0.06,,,,,,,,,,,,
GH 0339,Pokukrom,Pokukrom,airtel,954.2,,43,0.39,,0,,,,0,,,959.2,0.000056,56.00,0.2,,,,,,,,,954.2,0.00004,0.00004,40.00,0,,,,,,,,,,,,
ASB 1070,POKUKROM_GT,POKUKROM,VODAFONE,952.7,0.000034,34,0.20,1832,0.00007,70.00,,,0,,,952.7,0.000044,44.00,0.27,1832,0.00007,70.00,0.00,,,,,954.2,0.000025,,25.00,0.17,1832,0.00007,70.00,,,,,,,,,
ASB 1172,POTRIKROM,PORTRIKROM,VODAFONE,953.7,0.000068,68,0.26,,0,,,,0,,,956.2,0.000058,58.00,0.41,,,,,,,,,949.7,0.000031,,31.00,0.26,,,,,,,,,,,,
AR 0976,0976SABRONUM,SABRONUM,MTN,953.7,0.000021,21,0.81,,0,,,,0,,,957.7,0.000043,43.00,0.59,,,,,,,,,952.7,0.000023,,23.00,0.66,,,,,,,,,,,,
1908,1908SUNYANI_6,SUNYANI,MTN/VODAFONE/AIRTEL,956.2,0.00000004,41,0.08,959.2,0.000045,45.00,0.04,958.7,0.000043,43.00,0.06,1860,0.000067,67.00,0,1860,0.00007,70.00,0,1860,0.000069,69.00,0.OO,2163,0.00005,,50.00,0.04,2162,0.00005,50.00,0.04,2163,,50.00,0.04,,,,
2694,2694AIRPORT_SYN,SUNYANI,MTN/AIRTEL,958.7,0.00000007,41,0.08,955.7,0.000042,42.00,0.07,955.2,0.000042,42.00,0.007,1860,0.000069,69.00,0,1860,0.000069,69.00,0,1860,0.000069,69.00,0,2163,0.000049,,49.00,0.06,2163,0.000052,52.00,0.03,2162,,50.00,0.04,,,,
GH0090,Sunyani Airport,SUNYANI,AIRTEL/MTN,958.2,0.00000004,50,0.3,959.2,0.000045,45.00,0.04,958.2,0.000047,47.00,0.04,1827,0.000058,58.00,0.01,1823,0.000066,66.00,0,1836,0.000064,64.00,0,2163,0.000055,,55.00,0.02,2163,0.000063,63.00,0,2163,,54.00,0.02,,,,
3289,Sunyani Area Four,SUNYANI,TIGO/MTN,956.2,0.00000001,53,0.02,959.2,0.000054,54.00,0.01,959.2,0.000051,51.00,0.02,1844,0.000058,58.00,0.01,1860,0.000057,57.00,0.01,1860,0.000056,56.00,0.02,2163,0.000062,,62.00,0.01,2163,0.000059,59.00,0.01,2162,,57.00,0.02,,,,
1239,SUNYANI GBC,SUNYANI,TIGO,957.7,0.00000006,44,0.05,957.7,0.000043,43.00,0.06,957.2,0.000048,48.00,0.03,1860,0.000058,58.00,0.01,1860,0.000058,58.00,0.01,1860,0.000055,55.00,0.02,2162,0.000065,,65.00,0,2162,0.000063,63.00,0,2163,,63.00,0.01,,,,
AR 0646,0646TEPA,Tepa,MTN,956.7,0.00000028,38,0.11,1860,0.000057,57.00,0.28,2163,0.000041,41.00,0.15,957.7,0.000051,51.00,0.01,1860,0.000066,66.00,0.07,2162,0.000046,46.00,0.09,959.2,0.000051,,51.00,0.07,1860,0.000059,59.00,0.19,2170,,68.00,0.18,,,,
1691,1691TEPA_3,Tepa,MTN,958.7,0.00000002,49,0.54,1860,0.000068,68.00,0.02,2164,0.000055,55.00,0.03,954.7,0.000024,24.00,0.58,1826,0.000053,53.00,0.03,2153,0.000062,62.00,0.01,954.7,0.000025,,25.00,0.58,1824,0.000057,57.00,0.01,2162,,65.00,0,,,,
1241,Tepa ,Tepa,Tigo,959.2,0.00000007,50,0.09,1860,0.000069,69.00,0.07,2162,0.000057,57.00,0.02,953.2,0.000039,39.00,0.17,1860,0.000068,68.00,0.07,2163,0.000047,47.00,0.06,953.2,0.00005,,50.00,0.13,1826,0.000048,48.00,0.05,2162,,54.00,0.03,,,,
ASB 1071,TEPA_GT,Tepa,Vodafone/Airtel ,957.2,0.00000003,46,0.16,1826,0.000051,51.00,0.03,2163,0.000057,57.00,0.02,957.2,0.000034,34.00,0.18,1830,0.000054,54.00,0.02,2163,0.000056,56.00,0.02,959.2,0.000053,,53.00,0.15,1860,0.000069,69.00,0.03,2162,,52.00,0.03,,,,
