CS1697,2943BELUNG,Tolon-Kumbugu,MTN,900,670.94,,0.04,1800,0,0.02,,2100,0,,0.01,900,296.51,,0.04,1800,351.99,,0.08,2100,0,,0.07,900,805.79,,0.03,1800,23.11,,0.01,2100,0,,0.03,,,,
CS1698,2944SAVELUGU_2,Savelugu Nanton,MTN,900,972.57,,0.07,1800,0,0.06,,2100,0,,0.03,900,891.13,,0.03,1800,0,,0.00,2100,0,,0.00,900,894.07,,0.01,1800,0,,0.00,2100,0,,0.00,,,,
,2947SAGNARIGU_2,WEST DAGOMBA,MTN,900,6.02,,0.08,1800,6.39,0.09,,2100,0,,0,900,2.89,,0.07,1800,7.46,,0,2100,0,,0,900,3.17,,0.06,1800,9.46,,0,2100,0,,0,,,,
,2948TAM_HOSP_VF,WEST DAGOMBA,MTN,900,38.41,,0.01,1800,3.18,0,,2100,0,,0,900,69.6,,0,1800,1.73,,0.05,2100,0,,0,900,26.89,,0,1800,2.81,,0.04,2100,0,,0,,,,
CS1712,2960KUNFUGSI,Bole,MTN,900,928.78,,0.07,1800,0,0.04,,2100,0,,0.03,900,388.64,,0.01,1800,0,,0.00,2100,0,,0.00,900,674.47,,0.01,1800,0,,0.00,2100,0,,0.01,,,,
,3641TAM_WARD_K,WEST DAGOMBA,MTN,900,78.64,,0.01,1800,6.62,0.04,,2100,0,,0,900,50.41,,0.01,1800,2.4,,0.08,2100,0,,0,900,88.32,,0.01,1800,6.65,,0.05,2100,0,,0,,,,
CS1805,3658WALEWALE_2,West Mamprusi,MTN,900,196.23,,0.04,1800,195.19,0.04,,2100,23.02,,0.03,900,77.24,,0.07,1800,60.65,,0.05 ,2100,0,,0.03,900,191.11,,0.04,1800,18.72,,0.00,2100,0,,0.01,,,,
CS1807,3660KULMASA,Bole,MTN,900,733.14,,0.08,1800,0,0.01,,2100,0,,0.00,900,807.58,,0.01,1800,0,,0.04,2100,0,,0.03,900,873.92,,0.01,1800,0,,0.02,2100,0,,0.01,,,,
,3788BUYA_2,Buyu,MTN,900,458.5,,0.03,1800,1.36,0.03,,2100,0.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3925ZUDGUNG,West Dagomba,MTN,900,52.35,,0,1800,1.83,0.06,,2100,0,,0.00,900,11.83,,0.00,1800,1.46,,0.06,2100,0.00,,0.00,900,44.32,,0.00,1800,1.63,,0.05,2100,0.00,,0.00,,,,
